"playerId","player","team","position","age","exp","bye","points","lower","upper","sdPts","positionRank","dropoff","tier","ptSpread","overallECR","positionECR","sdRank","risk","sleeper","salary"
2495700,"Greg Olsen","CAR","TE",34,12,7,8.0683540571942,6.30152455977757,9.46235305581979,1.73080254822167,6,0.490065303084252,2,3.16082849604222,NA,6,0.9,6.18145583397681,NA,6000
2543773,"James White","NE","RB",27,5,10,8.06248211865092,5.68,10.6091845826324,3.09952106940647,29,0.21027557192398,7,4.92918458263244,NA,30,2.9,4.0332755203155,NA,6200
100017,"Rams","LAR","DST",NA,NA,9,8.04793828571429,7.69056,11.9366043925234,1.86078616145003,10,0.922692270153448,3,4.24604439252336,NA,NA,NA,6.68287102794962,NA,4300
2558005,"Jayon Brown","TEN","LB",24,2,11,8.03675644670557,6.5,9.24027957885169,1.70964892391179,12,0.0959376640251168,2,2.74027957885169,NA,21.2,3.7,3.56986361273561,NA,NA
2539227,"Dustin Hopkins","WAS","K",29,6,10,7.98230715912068,6.1,8.94778785572412,1.19874621198026,15,0.129996985893645,4,2.84778785572412,NA,19.4,1.9,4.58969827117074,NA,NA
2543592,"Anthony Hitchens","KC","LB",27,5,12,7.96858180270837,7.11,8.91958603336616,1.48779692347674,13,0.112646905119081,2,1.80958603336616,NA,29.9,3.8,3.59452113665396,NA,NA
2553913,"Tyrell Williams","OAK","WR",NA,NA,6,7.96425949205167,7.376,8.56407872340426,0.631983025398819,36,0.568269210488721,5,1.18807872340426,NA,29.5,4.8,4.29516432729012,NA,5900
2506677,"Matt Prater","DET","K",35,13,5,7.94132173194181,6.4972163714733,9.11812729674723,1.13601377466679,16,0.224282771179017,4,2.62091092527393,NA,10.9,1.8,4.44352386121564,NA,NA
2555162,"Deion Jones","ATL","LB",25,3,9,7.91305576265255,6.52642126789366,8.98885183126676,1.31200902467184,14,0.14228590566182,2,2.4624305633731,NA,6.2,3,3.39726094530715,NA,NA
2552454,"Landon Collins","WAS","DB",25,4,10,7.90841662925832,6.63,8.61561414937131,0.944559341789253,1,0.00762121863933451,1,1.98561414937131,NA,2.7,1.6,2.48477055871911,NA,NA
2539290,"Jordan Poyer","BUF","DB",28,6,6,7.90588762220061,6.875,8.43233703700197,0.709092584641729,2,0.0514313993216611,1,1.55733703700197,NA,4.3,1.9,2.53596292806763,NA,NA
2558009,"Budda Baker","ARI","DB",23,2,12,7.89570319903736,6.945,8.98396725675434,1.30684838573678,3,0.196724291111776,1,2.03896725675434,NA,7,2.1,2.57009117429998,NA,NA
